"","X","ID.true","Word","ConcValCombo","Task","BlockOrder","Group","Response","Accuracy","ReactionTime","LogReactionTime"
"218",227,"28bf87dcce8e2296cc0912f3a280fe6b","shame","abstract-negative","Concrete","VC","A","abstract",1,762,6.63594655568665
"219",228,"28bf87dcce8e2296cc0912f3a280fe6b","peace","abstract-positive","Concrete","VC","A","abstract",1,2384,7.77653502818524
"220",229,"28bf87dcce8e2296cc0912f3a280fe6b","compassion","abstract-positive","Concrete","VC","A","abstract",1,575,6.35437004079735
"221",230,"28bf87dcce8e2296cc0912f3a280fe6b","mold","concrete-negative","Concrete","VC","A","concrete",1,770,6.64639051484773
"222",231,"28bf87dcce8e2296cc0912f3a280fe6b","inspiration","abstract-positive","Concrete","VC","A","abstract",1,626,6.4393503711001
"223",232,"28bf87dcce8e2296cc0912f3a280fe6b","joy","abstract-positive","Concrete","VC","A","abstract",1,702,6.55393340402581
"224",233,"28bf87dcce8e2296cc0912f3a280fe6b","rain","concrete-positive","Concrete","VC","A","concrete",1,2032,7.61677580869837
"226",235,"28bf87dcce8e2296cc0912f3a280fe6b","flowers","concrete-positive","Concrete","VC","A","concrete",1,822,6.71174039505618
"227",236,"28bf87dcce8e2296cc0912f3a280fe6b","despair","abstract-negative","Concrete","VC","A","abstract",1,737,6.60258789218934
"228",237,"28bf87dcce8e2296cc0912f3a280fe6b","rust","concrete-negative","Concrete","VC","A","concrete",1,1031,6.93828448401696
"229",238,"28bf87dcce8e2296cc0912f3a280fe6b","beach","concrete-positive","Concrete","VC","A","concrete",1,581,6.36475075685191
"230",239,"28bf87dcce8e2296cc0912f3a280fe6b","freedom","abstract-positive","Concrete","VC","A","abstract",1,684,6.52795791762255
"231",240,"0e373697de4d40da2279fa345fd976b7","freedom","abstract-positive","Valence","VC","A","positive",1,770,6.64639051484773
"232",241,"0e373697de4d40da2279fa345fd976b7","stench","concrete-negative","Valence","VC","A","negative",1,662,6.49526555593701
"233",242,"0e373697de4d40da2279fa345fd976b7","lonliness","abstract-negative","Valence","VC","A","negative",1,807,6.69332366826995
"234",243,"0e373697de4d40da2279fa345fd976b7","home","concrete-positive","Valence","VC","A","positive",1,877,6.77650699237218
"235",244,"0e373697de4d40da2279fa345fd976b7","kindness","abstract-positive","Valence","VC","A","positive",1,662,6.49526555593701
"236",245,"0e373697de4d40da2279fa345fd976b7","rust","concrete-negative","Valence","VC","A","negative",1,644,6.46769872610435
"237",246,"0e373697de4d40da2279fa345fd976b7","sunshine","concrete-positive","Valence","VC","A","positive",1,557,6.32256523992728
"238",247,"0e373697de4d40da2279fa345fd976b7","garbage","concrete-negative","Valence","VC","A","negative",1,647,6.4723462945009
"239",248,"0e373697de4d40da2279fa345fd976b7","mold","concrete-negative","Valence","VC","A","negative",1,581,6.36475075685191
"240",249,"0e373697de4d40da2279fa345fd976b7","hope","abstract-positive","Valence","VC","A","positive",1,639,6.45990445437753
"241",250,"0e373697de4d40da2279fa345fd976b7","flowers","concrete-positive","Valence","VC","A","positive",1,570,6.3456363608286
"242",251,"0e373697de4d40da2279fa345fd976b7","filth","concrete-negative","Valence","VC","A","negative",1,618,6.42648845745769
"243",252,"0e373697de4d40da2279fa345fd976b7","beach","concrete-positive","Valence","VC","A","positive",1,1089,6.99301512293296
"244",253,"0e373697de4d40da2279fa345fd976b7","despair","abstract-negative","Valence","VC","A","negative",1,620,6.42971947803914
"245",254,"0e373697de4d40da2279fa345fd976b7","envy","abstract-negative","Valence","VC","A","negative",1,612,6.41673228251233
"246",255,"0e373697de4d40da2279fa345fd976b7","hug","concrete-positive","Valence","VC","A","positive",1,830,6.72142570079064
"247",256,"0e373697de4d40da2279fa345fd976b7","inspiration","abstract-positive","Valence","VC","A","positive",1,857,6.75343791859778
"248",257,"0e373697de4d40da2279fa345fd976b7","smoke","concrete-negative","Valence","VC","A","negative",1,1117,7.0184017990692
"249",258,"0e373697de4d40da2279fa345fd976b7","gratitude","abstract-positive","Valence","VC","A","positive",1,890,6.79122146272619
"250",259,"0e373697de4d40da2279fa345fd976b7","guilt","abstract-negative","Valence","VC","A","negative",1,767,6.64248680136726
"251",260,"0e373697de4d40da2279fa345fd976b7","anxiety","abstract-negative","Valence","VC","A","negative",1,908,6.81124437860129
"252",261,"0e373697de4d40da2279fa345fd976b7","grief","abstract-negative","Valence","VC","A","negative",1,882,6.78219205600679
"253",262,"0e373697de4d40da2279fa345fd976b7","resentment","abstract-negative","Valence","VC","A","negative",1,1441,7.27309259599952
"254",263,"0e373697de4d40da2279fa345fd976b7","laughter","concrete-positive","Valence","VC","A","positive",1,568,6.34212141872115
"255",264,"0e373697de4d40da2279fa345fd976b7","rot","concrete-negative","Valence","VC","A","negative",1,637,6.45676965557216
"256",265,"0e373697de4d40da2279fa345fd976b7","joy","abstract-positive","Valence","VC","A","positive",1,566,6.33859407820318
"257",266,"0e373697de4d40da2279fa345fd976b7","compassion","abstract-positive","Valence","VC","A","positive",1,578,6.35957386867238
"258",267,"0e373697de4d40da2279fa345fd976b7","regret","abstract-negative","Valence","VC","A","negative",1,567,6.34035930372775
"259",268,"0e373697de4d40da2279fa345fd976b7","mud","concrete-negative","Valence","VC","A","negative",1,874,6.77308037565554
"260",269,"0e373697de4d40da2279fa345fd976b7","injury","concrete-negative","Valence","VC","A","negative",1,588,6.37672694789863
"261",270,"0e373697de4d40da2279fa345fd976b7","peace","abstract-positive","Valence","VC","A","positive",1,548,6.30627528694802
"262",272,"0e373697de4d40da2279fa345fd976b7","music","concrete-positive","Valence","VC","A","positive",1,669,6.50578406012823
"263",273,"0e373697de4d40da2279fa345fd976b7","vomit","concrete-negative","Valence","VC","A","negative",1,598,6.39359075395063
"264",274,"0e373697de4d40da2279fa345fd976b7","chocolate","concrete-positive","Valence","VC","A","positive",1,920,6.82437367004309
"265",275,"0e373697de4d40da2279fa345fd976b7","failure","abstract-negative","Valence","VC","A","negative",1,596,6.39024066706535
"266",276,"0e373697de4d40da2279fa345fd976b7","shame","abstract-negative","Valence","VC","A","negative",1,650,6.47697236288968
"267",277,"0e373697de4d40da2279fa345fd976b7","happiness","abstract-positive","Valence","VC","A","positive",1,451,6.11146733950268
"268",278,"0e373697de4d40da2279fa345fd976b7","love","abstract-positive","Valence","VC","A","positive",1,447,6.10255859461357
"269",279,"0e373697de4d40da2279fa345fd976b7","fireplace","concrete-positive","Valence","VC","A","positive",1,810,6.69703424766648
"270",280,"0e373697de4d40da2279fa345fd976b7","failure","abstract-negative","Valence","VC","A","negative",1,632,6.44888939414686
"271",281,"0e373697de4d40da2279fa345fd976b7","smoke","concrete-negative","Valence","VC","A","negative",1,909,6.81234509417748
"272",282,"0e373697de4d40da2279fa345fd976b7","anxiety","abstract-negative","Valence","VC","A","negative",1,828,6.71901315438526
"273",283,"0e373697de4d40da2279fa345fd976b7","beach","concrete-positive","Valence","VC","A","positive",1,671,6.50876913697168
"274",285,"0e373697de4d40da2279fa345fd976b7","rust","concrete-negative","Valence","VC","A","negative",1,684,6.52795791762255
"275",286,"0e373697de4d40da2279fa345fd976b7","envy","abstract-negative","Valence","VC","A","negative",1,664,6.49828214947643
"276",287,"0e373697de4d40da2279fa345fd976b7","hope","abstract-positive","Valence","VC","A","positive",1,390,5.96614673912369
"277",288,"0e373697de4d40da2279fa345fd976b7","laughter","concrete-positive","Valence","VC","A","positive",1,503,6.22059017009974
"278",289,"0e373697de4d40da2279fa345fd976b7","joy","abstract-positive","Valence","VC","A","positive",1,618,6.42648845745769
"279",290,"0e373697de4d40da2279fa345fd976b7","flowers","concrete-positive","Valence","VC","A","positive",1,623,6.43454651878745
"280",291,"0e373697de4d40da2279fa345fd976b7","sunshine","concrete-positive","Valence","VC","A","positive",1,774,6.65157187358973
"281",292,"0e373697de4d40da2279fa345fd976b7","home","concrete-positive","Valence","VC","A","positive",1,576,6.35610766069589
"282",293,"0e373697de4d40da2279fa345fd976b7","despair","abstract-negative","Valence","VC","A","negative",1,461,6.13339804299665
"283",294,"0e373697de4d40da2279fa345fd976b7","gratitude","abstract-positive","Valence","VC","A","positive",1,636,6.45519856334012
"284",295,"0e373697de4d40da2279fa345fd976b7","mud","concrete-negative","Valence","VC","A","negative",1,469,6.15060276844628
"285",296,"0e373697de4d40da2279fa345fd976b7","love","abstract-positive","Valence","VC","A","positive",1,519,6.25190388316589
"286",297,"0e373697de4d40da2279fa345fd976b7","vomit","concrete-negative","Valence","VC","A","negative",1,547,6.30444880242198
"287",298,"0e373697de4d40da2279fa345fd976b7","stench","concrete-negative","Valence","VC","A","negative",1,750,6.62007320653036
"288",299,"0e373697de4d40da2279fa345fd976b7","music","concrete-positive","Valence","VC","A","positive",1,809,6.69579891705849
"289",300,"0e373697de4d40da2279fa345fd976b7","resentment","abstract-negative","Valence","VC","A","negative",1,985,6.89264164117209
"290",301,"0e373697de4d40da2279fa345fd976b7","fireplace","concrete-positive","Valence","VC","A","positive",1,805,6.69084227741856
"291",302,"0e373697de4d40da2279fa345fd976b7","peace","abstract-positive","Valence","VC","A","positive",1,469,6.15060276844628
"292",303,"0e373697de4d40da2279fa345fd976b7","rot","concrete-negative","Valence","VC","A","negative",1,552,6.31354804627709
"293",304,"0e373697de4d40da2279fa345fd976b7","shame","abstract-negative","Valence","VC","A","negative",1,580,6.36302810354046
"294",305,"0e373697de4d40da2279fa345fd976b7","mold","concrete-negative","Valence","VC","A","negative",1,509,6.23244801655052
"295",306,"0e373697de4d40da2279fa345fd976b7","freedom","abstract-positive","Valence","VC","A","positive",1,576,6.35610766069589
"296",307,"0e373697de4d40da2279fa345fd976b7","garbage","concrete-negative","Valence","VC","A","negative",1,540,6.29156913955832
"297",308,"0e373697de4d40da2279fa345fd976b7","chocolate","concrete-positive","Valence","VC","A","positive",1,601,6.39859493453521
"298",309,"0e373697de4d40da2279fa345fd976b7","happiness","abstract-positive","Valence","VC","A","positive",1,581,6.36475075685191
"299",310,"0e373697de4d40da2279fa345fd976b7","lonliness","abstract-negative","Valence","VC","A","negative",1,547,6.30444880242198
"300",311,"0e373697de4d40da2279fa345fd976b7","grief","abstract-negative","Valence","VC","A","negative",1,628,6.4425401664682
"301",312,"0e373697de4d40da2279fa345fd976b7","injury","concrete-negative","Valence","VC","A","negative",1,850,6.74523634948436
"302",313,"0e373697de4d40da2279fa345fd976b7","inspiration","abstract-positive","Valence","VC","A","positive",1,614,6.41999492814714
"303",314,"0e373697de4d40da2279fa345fd976b7","regret","abstract-negative","Valence","VC","A","negative",1,488,6.19031540585315
"304",315,"0e373697de4d40da2279fa345fd976b7","guilt","abstract-negative","Valence","VC","A","negative",1,617,6.42486902390539
"305",316,"0e373697de4d40da2279fa345fd976b7","compassion","abstract-positive","Valence","VC","A","positive",1,738,6.60394382460047
"306",317,"0e373697de4d40da2279fa345fd976b7","filth","concrete-negative","Valence","VC","A","negative",1,557,6.32256523992728
"307",318,"0e373697de4d40da2279fa345fd976b7","hug","concrete-positive","Valence","VC","A","positive",1,558,6.32435896238131
"308",319,"0e373697de4d40da2279fa345fd976b7","kindness","abstract-positive","Valence","VC","A","positive",1,503,6.22059017009974
"309",320,"0e373697de4d40da2279fa345fd976b7","love","abstract-positive","Valence","VC","A","positive",1,415,6.0282785202307
"310",321,"0e373697de4d40da2279fa345fd976b7","envy","abstract-negative","Valence","VC","A","negative",1,674,6.51323011091231
"311",322,"0e373697de4d40da2279fa345fd976b7","joy","abstract-positive","Valence","VC","A","positive",1,1055,6.96129604591017
"312",323,"0e373697de4d40da2279fa345fd976b7","music","concrete-positive","Valence","VC","A","positive",1,504,6.22257626807137
"313",324,"0e373697de4d40da2279fa345fd976b7","mold","concrete-negative","Valence","VC","A","negative",1,554,6.31716468674728
"314",325,"0e373697de4d40da2279fa345fd976b7","rot","concrete-negative","Valence","VC","A","negative",1,595,6.38856140554563
"315",326,"0e373697de4d40da2279fa345fd976b7","hug","concrete-positive","Valence","VC","A","positive",1,757,6.62936325343745
"316",327,"0e373697de4d40da2279fa345fd976b7","sunshine","concrete-positive","Valence","VC","A","positive",1,472,6.15697898558556
"317",328,"0e373697de4d40da2279fa345fd976b7","stench","concrete-negative","Valence","VC","A","negative",1,470,6.1527326947041
"318",329,"0e373697de4d40da2279fa345fd976b7","chocolate","concrete-positive","Valence","VC","A","positive",1,481,6.17586727010576
"319",330,"0e373697de4d40da2279fa345fd976b7","failure","abstract-negative","Valence","VC","A","negative",1,532,6.27664348934164
"320",331,"0e373697de4d40da2279fa345fd976b7","compassion","abstract-positive","Valence","VC","A","positive",1,569,6.34388043412633
"321",332,"0e373697de4d40da2279fa345fd976b7","rust","concrete-negative","Valence","VC","A","negative",1,517,6.24804287450843
"322",333,"0e373697de4d40da2279fa345fd976b7","grief","abstract-negative","Valence","VC","A","negative",1,508,6.23048144757848
"323",334,"0e373697de4d40da2279fa345fd976b7","laughter","concrete-positive","Valence","VC","A","positive",1,500,6.21460809842219
"324",335,"0e373697de4d40da2279fa345fd976b7","injury","concrete-negative","Valence","VC","A","negative",1,685,6.52941883826223
"325",336,"0e373697de4d40da2279fa345fd976b7","home","concrete-positive","Valence","VC","A","positive",1,913,6.81673588059497
"326",337,"0e373697de4d40da2279fa345fd976b7","hope","abstract-positive","Valence","VC","A","positive",1,607,6.4085287910595
"327",338,"0e373697de4d40da2279fa345fd976b7","regret","abstract-negative","Valence","VC","A","negative",1,492,6.19847871649231
"328",339,"0e373697de4d40da2279fa345fd976b7","anxiety","abstract-negative","Valence","VC","A","negative",1,555,6.31896811374643
"329",340,"0e373697de4d40da2279fa345fd976b7","kindness","abstract-positive","Valence","VC","A","positive",1,528,6.26909628370626
"330",341,"0e373697de4d40da2279fa345fd976b7","smoke","concrete-negative","Valence","VC","A","negative",1,544,6.29894924685594
"331",342,"0e373697de4d40da2279fa345fd976b7","freedom","abstract-positive","Valence","VC","A","positive",1,507,6.22851100359118
"332",343,"0e373697de4d40da2279fa345fd976b7","fireplace","concrete-positive","Valence","VC","A","positive",1,742,6.60934924316738
"333",344,"0e373697de4d40da2279fa345fd976b7","flowers","concrete-positive","Valence","VC","A","positive",1,562,6.33150184989369
"334",345,"0e373697de4d40da2279fa345fd976b7","lonliness","abstract-negative","Valence","VC","A","negative",1,649,6.47543271670409
"335",346,"0e373697de4d40da2279fa345fd976b7","beach","concrete-positive","Valence","VC","A","positive",1,511,6.2363695902037
"336",347,"0e373697de4d40da2279fa345fd976b7","resentment","abstract-negative","Valence","VC","A","negative",1,570,6.3456363608286
"337",348,"0e373697de4d40da2279fa345fd976b7","shame","abstract-negative","Valence","VC","A","negative",1,645,6.46925031679577
"338",349,"0e373697de4d40da2279fa345fd976b7","guilt","abstract-negative","Valence","VC","A","negative",1,577,6.3578422665081
"339",350,"0e373697de4d40da2279fa345fd976b7","happiness","abstract-positive","Valence","VC","A","positive",1,522,6.25766758788264
"340",351,"0e373697de4d40da2279fa345fd976b7","peace","abstract-positive","Valence","VC","A","positive",1,542,6.29526600143965
"341",352,"0e373697de4d40da2279fa345fd976b7","vomit","concrete-negative","Valence","VC","A","negative",1,453,6.11589212548303
"342",353,"0e373697de4d40da2279fa345fd976b7","gratitude","abstract-positive","Valence","VC","A","positive",1,1053,6.95939851213398
"343",354,"0e373697de4d40da2279fa345fd976b7","despair","abstract-negative","Valence","VC","A","negative",1,489,6.19236248947487
"344",355,"0e373697de4d40da2279fa345fd976b7","mud","concrete-negative","Valence","VC","A","negative",1,688,6.53378883793334
"345",356,"0e373697de4d40da2279fa345fd976b7","inspiration","abstract-positive","Valence","VC","A","positive",1,689,6.53524127101366
"346",357,"0e373697de4d40da2279fa345fd976b7","filth","concrete-negative","Valence","VC","A","negative",1,495,6.20455776256869
"347",359,"0e373697de4d40da2279fa345fd976b7","garbage","concrete-negative","Valence","VC","A","negative",1,473,6.15909538849193
"348",360,"0e373697de4d40da2279fa345fd976b7","mold","concrete-negative","Concrete","VC","A","concrete",1,939,6.84481547920826
"349",361,"0e373697de4d40da2279fa345fd976b7","beach","concrete-positive","Concrete","VC","A","concrete",1,834,6.72623340235875
"350",362,"0e373697de4d40da2279fa345fd976b7","flowers","concrete-positive","Concrete","VC","A","concrete",1,673,6.51174532964473
"351",363,"0e373697de4d40da2279fa345fd976b7","anxiety","abstract-negative","Concrete","VC","A","abstract",1,739,6.6052979209482
"352",364,"0e373697de4d40da2279fa345fd976b7","lonliness","abstract-negative","Concrete","VC","A","abstract",1,872,6.77078942390898
"353",365,"0e373697de4d40da2279fa345fd976b7","rust","concrete-negative","Concrete","VC","A","concrete",1,890,6.79122146272619
"354",366,"0e373697de4d40da2279fa345fd976b7","happiness","abstract-positive","Concrete","VC","A","abstract",1,987,6.89467003943348
"355",367,"0e373697de4d40da2279fa345fd976b7","despair","abstract-negative","Concrete","VC","A","abstract",1,706,6.55961523749324
"356",368,"0e373697de4d40da2279fa345fd976b7","smoke","concrete-negative","Concrete","VC","A","concrete",1,872,6.77078942390898
"357",369,"0e373697de4d40da2279fa345fd976b7","rot","concrete-negative","Concrete","VC","A","concrete",1,1465,7.28961052145117
"358",370,"0e373697de4d40da2279fa345fd976b7","love","abstract-positive","Concrete","VC","A","abstract",1,915,6.81892406527552
"359",371,"0e373697de4d40da2279fa345fd976b7","home","concrete-positive","Concrete","VC","A","concrete",1,612,6.41673228251233
"360",372,"0e373697de4d40da2279fa345fd976b7","failure","abstract-negative","Concrete","VC","A","abstract",1,1211,7.09920174355309
"361",373,"0e373697de4d40da2279fa345fd976b7","shame","abstract-negative","Concrete","VC","A","abstract",1,855,6.75110146893676
